-568,-45,-909,761,-637,874,885,38,942,-709
-262,-475,942,699,264,237,-687,891,51,931
623,236,933,-562,-84,-16,-753,447,376,-372
-473,378,604,343,757,205,135,-44,-226,-757
-321,860,432,350,791,861,530,508,-24,-641
-424,416,745,-267,-347,-23,622,490,-796,562
144,-178,658,29,177,546,633,607,-563,-372
-622,-330,-326,939,435,544,232,-979,-510,-210
-272,-179,596,419,291,730,-399,543,-843,750
-156,-319,925,605,254,-606,-360,-122,-38,-786
-497,-387,974,-579,-621,-321,244,-654,469,-673
783,-262,-823,-678,540,-82,-379,-96,-864,-748
890,492,936,976,726,708,-551,490,-755,704
142,613,-264,898,-140,327,-167,-858,-616,-875
-577,418,247,534,742,-626,654,-97,-336,-726
989,926,-408,229,-957,-66,821,2,-300,871
-209,-102,313,702,-354,-588,-704,-410,880,-377
332,-799,175,364,897,734,-486,806,-839,239
-537,483,-25,-874,468,654,718,-281,383,417
-288,-682,502,307,873,625,-311,299,-106,-572
781,-926,907,-469,655,867,-340,721,-773,701
604,229,-810,-845,402,-334,-590,-644,-179,553
179,567,527,141,-252,-606,-832,-846,117,459
-141,-173,488,-37,686,-308,75,987,606,687
417,-651,-974,-72,238,-423,-183,590,-872,611
552,109,526,-922,29,-128,-458,385,50,176
-575,-756,589,-626,-146,969,-666,-706,324,193
-255,925,-496,631,-426,538,489,92,-991,-831
677,577,-557,-356,-29,853,-377,382,-74,-363
762,233,563,207,-758,-731,824,-393,-762,-141
-887,-747,589,416,363,-122,-610,-113,345,559
-130,-598,343,566,300,-610,217,-125,423,-2
-788,119,927,-281,93,-328,-644,-957,-357,-790
-592,-863,764,904,106,-847,-173,-741,-235,470
-296,907,805,-996,-651,-532,382,-519,125,679
-550,1,-907,848,-669,150,-406,47,925,-428
-994,639,357,917,-726,975,-270,842,930,246
-209,-746,48,-386,-354,-624,-427,844,-768,666
170,-296,-18,-256,943,80,-696,827,-343,-633
-193,226,-599,-328,757,-387,-763,909,-384,-51
40,466,-650,174,-163,572,363,-594,-989,-104
-709,947,660,909,159,-944,781,-440,862,-630
923,991,-915,-773,485,-259,477,262,-429,942
-58,914,-327,-742,382,-387,301,-575,368,-217
55,747,934,823,770,5,-836,-10,-591,35
303,-654,271,465,546,-64,133,336,-480,668
-311,768,-899,-631,-550,-950,484,293,648,78
164,524,645,-259,-795,981,-993,695,905,975
-855,-62,-107,-71,-404,559,-404,-654,191,807
-280,490,611,649,-688,733,817,-352,556,924
-685,-233,561,779,-398,413,565,-352,118,542
425,-281,196,-329,828,468,-357,96,-429,-171
427,-860,74,574,962,532,997,217,-377,89
577,838,971,660,233,159,-140,-21,627,-611
64,-988,-215,399,-744,-528,-909,-171,-460,469
-627,94,-896,813,880,15,-240,-660,-900,838
-864,265,-889,677,298,-469,-975,-514,75,295
-8,-277,-100,745,418,930,72,515,70,83
891,361,-67,-343,-282,-398,-14,351,324,682
85,-915,246,-931,810,510,789,893,239,-881
-149,-616,420,894,-188,123,-187,-185,772,348
365,763,563,-578,-767,-253,-196,-924,-534,-365
898,-168,494,-445,946,824,67,772,-235,202
-595,402,-980,-233,-866,975,898,-734,387,-376
662,-469,428,910,921,673,754,262,306,159
-499,-414,786,908,-989,-967,-251,241,982,189
-493,-912,-180,839,598,19,759,258,-382,657
836,500,-4,547,649,351,648,-835,-417,-190
186,13,555,-421,-49,60,917,-988,326,949
314,-357,-935,143,644,360,-279,-188,-297,124
-191,-146,329,-626,733,-842,-241,-202,253,866
902,832,-937,-456,882,190,-255,-727,895,-921
-823,738,-594,-126,27,65,511,-665,473,47
824,304,-105,331,830,-307,662,303,536,-829
-361,-661,109,973,-271,552,-536,74,-506,-91
309,38,625,-389,-284,535,-496,-648,-121,-634
-806,278,769,76,-926,622,-710,347,698,-308
-366,-762,-367,461,92,942,-108,-547,-926,-604
-729,846,170,-666,880,827,184,-826,73,-345
32,623,295,-350,-943,-162,-871,543,514,-796
-720,-537,396,-236,-108,-193,650,84,581,-414
996,-239,185,-248,201,774,-67,-853,222,589
361,-611,-280,995,-982,-265,463,658,154,10
-857,553,744,-893,-870,-820,949,457,50,-457
-594,-107,-910,-221,-975,986,-233,631,-773,722
225,231,127,333,807,-152,436,634,-407,-520
356,-624,-159,-949,-516,-369,-207,997,-795,202
719,710,880,392,123,683,-250,353,-216,743
236,-347,-37,828,-244,-621,-638,743,487,237
364,960,-635,-563,503,-681,-836,592,692,777
-954,465,-61,-622,-577,985,418,302,173,159
303,-305,530,346,-670,231,430,513,-794,-311
263,53,-983,-298,709,-503,-560,661,607,535
-158,555,-191,402,-248,635,278,-649,630,769
903,-924,765,-695,399,-272,-558,348,-956,214
791,-755,-929,-630,374,869,-714,-272,-597,-311
566,157,76,-622,-751,605,440,-494,582,-144
-555,-953,538,398,660,61,26,-361,-992,-957
-864,913,-512,226,-710,-690,296,587,-631,-323
-473,-961,671,-51,608,-165,-238,-180,-514,-837
